,Unnamed: 0,id,original_tweet,tweet,lat,lng,place,date,sentiment,cleaned_tweet,mentions
431,431,1477895516084047876,@MelissaSweetDr PM mistakes public health crisis for business opportunity,pm mistakes public health crisis business oppounity,-16.9303,145.7703,Queensland,2022-01-03 17:52:03,0,public health crisis business,{'@MelissaSweetDr'}
432,432,1477900029343899648,"Morrison's behaviour with the Rapid Antigen Tests, allowing public health to take a back-seat to corporate profits, should serve as a MASSIVE warning to anyone who has seen how the US health system has failed to serve the community.",morrisons behaviour rapid antigen tests allowing public health take backseat corporate profits serve massive warning anyone seen us health system failed serve community,-16.9303,145.7703,Queensland,2022-01-03 18:09:59,0,behaviour rapid antigen public health take corporate serve massive warning anyone seen us health system serve community,set()
433,433,1477900184520593411,"@DavidJay_AU @THE_Russell @samanthamaiden . Surely the question we should be asking is why Morrison insists in putting profits of donors before the health of our people. The US, the UK and many other major democracies have made RAT'S available for free in the interests of public health.",surely question asking morrison insists putting profits donors health people us uk many major democracies made rats available free interests public health,-16.9303,145.7703,Queensland,2022-01-03 18:10:36,1,surely question health people us many major made available free public health,"{'@DavidJay_AU', '@THE_Russell', '@samanthamaiden'}"
434,434,1477904472621731840,"January 3 is International Mind-Body Wellness Day, an #opportunity to #celebrate the ways a #healthy mind can contribute to a healthy body!   The #connection between mind and body plays an integral role in our overall #health.  #IMBWD2022 #HealthyMindHealthyBody  https://t.co/li28z2xmny",january international mindbody wellness day oppounity celebrate ways healthy mind contribute healthy body connection mind body plays integral role overall health healthymindhealthybody,-36.75,144.2667,Victoria,2022-01-03 18:27:39,1,international wellness day celebrate ways healthy mind contribute healthy body connection mind body integral role overall health,set()
435,435,1477909507355262976,"@SkepticSA @Lyn_Col @ScottMorrisonMP If Australian's can't see that this Govt is siphoning off public funds to support big business and their donors and family at the expense of ordinary people I completely fail to see why. Except from the MSM sucking up to them. Health, education, vocational training all gone.",australians cant see govt siphoning public funds suppo big business donors family expense ordinary people completely fail see except msm sucking health education vocational training gone,-16.9303,145.7703,Queensland,2022-01-03 18:47:39,0,cant see public funds big business family expense ordinary people completely fail see except sucking health education vocational training gone,"{'@SkepticSA', '@Lyn_Col', '@ScottMorrisonMP'}"
436,436,1477914795772768258,@JulianHillMP Oh Medicare is free is it?? Maybe check your tax return next time.,oh medicare free maybe check tax return next time,-27.5667,151.95,Queensland,2022-01-03 19:08:40,1,oh free maybe check tax return next time,{'@JulianHillMP'}
437,437,1477924337747255296,@MaddyLoveSpare The same companies have made all the other vaccines and medicines we take. Covid kills - can't make money if your customers are dead. They might be about the $$$ but you can't make money off someone who ain't alive.,companies made vaccines medicines take covid kills cant make money customers dead might cant make money someone aint alive,-38.15,144.35,Victoria,2022-01-03 19:46:35,0,made take covid cant make money dead might cant make money someone aint alive,{'@MaddyLoveSpare'}
438,438,1477925687554031621,@aimeebae27 @S1l3nt_N01s3 @tweetmommybop @DrEricDing That makes me laugh. Had to see an ENT specialist last year. Camera down my throat  - all OK. Same camera up my nose? Me??? No way!!  He was laughing all the way to his $297 bill payment.   Got $150 back from Medicare.  Results:  all clear.,makes laugh see ent specialist last year camera throat ok camera nose way laughing way bill payment got back medicare results clear,-31.9522,115.8589,Western Australia,2022-01-03 19:51:57,1,laugh see specialist last year camera throat camera nose way laughing way bill payment got back clear,"{'@tweetmommybop', '@S1l3nt_N01s3', '@aimeebae27', '@DrEricDing'}"
439,439,1477928746610925570,"Well, I suppose this is good to know for the EOFY (If you can find any in stock that is). It's not really a silver lining, but it's something at least 🙄 Rapid Antigen Tests Are Tax Deductible #auspol #omicron #COVID19Aus via @pedestriandaily  https://t.co/TlibxGGQQF",well suppose good know eofy find stock really silver lining something least rapid antigen tests tax deductible auspol omicron via,-42.8806,147.325,Tasmania,2022-01-03 20:04:06,1,well suppose good know find stock really silver lining something least rapid antigen tax deductible omicron via,{'@pedestriandaily'}
440,440,1477932784224071680,@MikeCarlton01 @D_Melissa2 #Smirko does not have medical authority or knowledge!,smirko medical authority knowledge,-34.9289,138.6011,South Australia,2022-01-03 20:20:09,0,medical authority knowledge,"{'@D_Melissa2', '@MikeCarlton01'}"
441,441,1477945727116406785,Profiteering from a public health crisis,profiteering public health crisis,-42.8806,147.325,Tasmania,2022-01-03 21:11:34,0,profiteering public health crisis,set()
442,442,1477946030914039810,Yes. I wish they’d stop using the term “fully vaccinated” when talking about 2 jabs. Especially with the lack of efficacy of AZ against omicron. Fully vaxxed should only apply to 3 jabs at this point. Yet they keep trumpeting the most vaxxed place on the planet…,yes wish theyd stop using term fully vaccinated talking jabs especially lack efficacy az omicron fully vaxxed apply jabs point yet keep trumpeting vaxxed place planet,-42.8806,147.325,Tasmania,2022-01-03 21:12:47,0,yes wish stop term fully talking especially lack efficacy omicron fully apply point yet keep trumpeting place planet,set()
443,443,1477962102534901761,"From the Ruby Princess till the arrival of Covid, the Morrison mob is just one screw up after another, it never ends with the incompetence of the Morrison lot! Today we learned that Morrison will refuse to pay for Covid innoculations! Shouldn't that come under Medicare?",ruby princess till arrival covid morrison mob one screw another never ends incompetence morrison lot today learned morrison refuse pay covid innoculations shouldnt come medicare,-38.15,144.35,Victoria,2022-01-03 22:16:39,0,ruby princess till arrival covid mob one screw another never incompetence lot today learned refuse pay covid shouldnt come,set()
444,444,1477966297463808000,@smh @rachelclun @JennieDuke the pm says its only logical to pay for test soon it only logical to pay for antidotes. soon no Medicare either.,pm says logical pay test soon logical pay antidotes soon medicare either,-38.15,144.35,Victoria,2022-01-03 22:33:19,0,logical pay test soon logical pay soon either,"{'@JennieDuke', '@rachelclun', '@smh'}"
445,445,1477975172971827200,@ChrisBlyth74 @peripatetical @NCIRS THANK YOU for all your incredibly hard work and commitment to medicine in Australia - especially during this supremely challenging time 🦠,thank incredibly hard work commitment medicine australia especially supremely challenging time,-38.15,144.35,Victoria,2022-01-03 23:08:35,1,thank incredibly hard work commitment medicine especially supremely time,"{'@NCIRS', '@ChrisBlyth74', '@peripatetical'}"
446,446,1477988084914561031,@YosufAlam Running the department is a skill that is not taught in medical school. Often not taught in residency either.  It needs to be rectified. There's more to medicine than just the medicine. There are a lot of human factors.,running depament skill taught medical school often taught residency either needs rectified theres medicine medicine lot human factors,-31.9522,115.8589,Western Australia,2022-01-03 23:59:53,0,running skill taught medical school often taught residency either needs rectified theres medicine medicine lot human,{'@YosufAlam'}
447,447,1477988472103202816,@BazzaCC SCAMO just wants to give us a taste of life without #Medicare . #ScottyCouldntGiveaRats,scamo wants give us taste life without medicare scottycouldntgivearats,-38.15,144.35,Victoria,2022-01-04 00:01:26,0,give us taste life without,{'@BazzaCC'}
448,448,1478077138058178560,@Godlesswh_re Definitely in the medical sector,definitely medical sector,-34.9289,138.6011,South Australia,2022-01-04 05:53:45,0,definitely medical sector,{'@Godlesswh_re'}
449,449,1478094141208743938,"@driftingright @Askgerbil @dad_elsie @steele4hughes The Medicare levy doesn't fund the entire health care cost. The federal government allocates taxes other than the Medicare levy to pay for defence, education, healthcare etc. You're missing the point. People are suggesting that the Fed govt prioritise Covid management ATM. 🤔",medicare levy doesnt fund entire health care cost federal government allocates taxes medicare levy pay defence education healthcare etc youre missing point people suggesting fed govt prioritise covid management atm,-32.9167,151.75,New South Wales,2022-01-04 07:01:19,0,levy doesnt fund entire health care cost federal government levy pay defence education missing point people suggesting fed covid management,"{'@dad_elsie', '@driftingright', '@Askgerbil', '@steele4hughes'}"
450,450,1478100208776978432,😪 NSW doctor challenges Premier's claim health system in 'strong position' to deal with COVID-19 surge  https://t.co/0H5DY8j1nW,nsw doctor challenges premiers claim health system strong position deal covidsurge,-42.8806,147.325,Tasmania,2022-01-04 07:25:26,1,doctor claim health system strong position deal,set()
451,451,1478101806693511168,Our governments are expecting impossible efforts from our HCWs - NSW doctor challenges Premier's claim health system in 'strong position' to deal with COVID-19 surge  https://t.co/LOY5tdTbE4 via @ABCaustralia,governments expecting impossible effos hcws nsw doctor challenges premiers claim health system strong position deal covidsurge via,-42.8806,147.325,Tasmania,2022-01-04 07:31:47,1,impossible doctor claim health system strong position deal via,{'@ABCaustralia'}
452,452,1478105730162909187,Off to work in diabetes in pregnancy clinic today. My focus today will be more about talking with women re #COVID19 vaccine than their glucose levels. #Priorities #healthymother #healthybaby,work diabetes pregnancy clinic today focus today talking women vaccine glucose levels priorities healthymother healthybaby,-41.4419,147.145,Tasmania,2022-01-04 07:47:22,0,work diabetes pregnancy clinic today focus today talking vaccine glucose,set()
453,453,1478110488072310788,They too should be considered a necessary health product and provided free to people. Once again it comes down to affordability. Most can manage a couple of reusable cloth masks but not constantly purchasing disposable N95s.,considered necessary health product provided free people comes affordability manage couple reusable cloth masks constantly purchasing disposable,-42.8806,147.325,Tasmania,2022-01-04 08:06:16,1,considered necessary health product provided free people comes manage couple cloth constantly disposable,set()
454,454,1478111403655380995,"First, RATs should be free. Periodt.  But, say we look at the reasons from the Dishonourable Member for Cook (@ScottMorrisonMP). Couldn’t they have AT LEAST purchased a heap, then “sold” them at cost back to the public using Medicare to “charge” for them so they’re not “free”?..",first rats free periodt say look reasons dishonourable member cook couldnt least purchased heap sold cost back public using medicare charge theyre free,-16.9303,145.7703,Queensland,2022-01-04 08:09:55,1,first free say look member cook least heap sold cost back public charge theyre free,{'@ScottMorrisonMP'}
455,455,1478114508396642304,"@TimLonghurst @ScottMorrisonMP Scott Morrison doesn't believe in free universal medical care. He has shown his true colours.  If he is not committed to RATs, he is not committed to Medicare.  #auspol",scott morrison doesnt believe free universal medical care shown true colours committed rats committed medicare auspol,-38.15,144.35,Victoria,2022-01-04 08:22:15,1,doesnt believe free universal medical care shown true,"{'@TimLonghurst', '@ScottMorrisonMP'}"
456,456,1478115565868773378,"@SiAymore @ElaineM11584892 @ScottMorrisonMP It's not just RATs, it's all the basic health care items removed from bulk billing/Medicare this last 12 months by Ellen Pee. Private health business, health insurance.",rats basic health care items removed bulk billingmedicare last months ellen pee private health business health insurance,-34.4331,150.8831,New South Wales,2022-01-04 08:26:27,0,basic health care removed bulk last pee private health business health insurance,"{'@SiAymore', '@ScottMorrisonMP', '@ElaineM11584892'}"
457,457,1478116364321628163,"@samanthamaiden Will do anything and say anything to spin their way out of this shit show that was the COVID response then the failed vaccine response now the failed RAT response, see the trend",anything say anything spin way shit show covid response failed vaccine response failed rat response see trend,-41.4419,147.145,Tasmania,2022-01-04 08:29:37,0,anything say anything spin way show covid response vaccine response rat response see trend,{'@samanthamaiden'}
458,458,1478123125527044097,"Back to the daily grind. It was a nice break while it lasted! If you are keen to do some work with @Hobartresearch in 2022, don't hesitate to hit me up. We're a not for profit that distributes over $1 million into local medical research in #Tasmania ✌👨‍💻  https://t.co/Lox4zD0z4E",back daily grind nice break lasted keen work dont hesitate hit profit distributes million local medical research tasmania,-41.4419,147.145,Tasmania,2022-01-04 08:56:29,1,back daily grind nice break keen work dont hesitate hit profit million local medical research,{'@Hobartresearch'}
459,459,1478123516419403777,"Three years without alcohol and meat.   My last drink and non-veg meal was at #OperaHouse on New Year's  If I can stick to this new year resolution for three years, then I can do anything. #motivation #resolutions #intent #health #fitness #mindfullness #wellnessjourney #wellness  https://t.co/AoHsTDt1HI",three years without alcohol meat last drink nonveg meal operahouse new years stick new year resolution three years anything motivation resolutions intent health fitness mindfullness wellnessjourney wellness,-35.2931,149.1269,Australian Capital Territory,2022-01-04 08:58:03,1,three without alcohol meat last drink meal new stick new year resolution three anything motivation intent health fitness wellness,set()
460,460,1478129864423075840,"Women’s #dfv, legal and health services have been advocating on this issue for almost fifty years. Let’s make 2022 the year we transform systems to see it for real.",womens dfv legal health services advocating issue almost fifty years lets make year transform systems see real,-16.9303,145.7703,Queensland,2022-01-04 09:23:16,0,legal health issue almost fifty make year transform see real,set()
461,461,1478131168834772992,"@SBSNews PCR's are not medicines Morriscum, yet they're free.",pcrs medicines morriscum yet theyre free,-34.9289,138.6011,South Australia,2022-01-04 09:28:27,1,yet theyre free,{'@SBSNews'}
462,462,1478132253947424770,@ErskineKristen Imagine where we might be now if the whole world had masked up with good quality masks months ago. Vaccines are very important but not the whole solution. We dropped the ball on masks. Production on N95s or KN95s should have been ramped up early in the piece.,imagine might whole world masked good quality masks months ago vaccines impoant whole solution dropped ball masks production ramped early piece,-41.4419,147.145,Tasmania,2022-01-04 09:32:46,1,imagine might whole world masked good quality ago whole solution ball production ramped early piece,{'@ErskineKristen'}
463,463,1478132962352775170,What Hunt is basically saying here is that 2 years into a pandemic he has NO PLAN for distribution of any medical tests or supplies.,hunt basically saying years pandemic plan distribution medical tests supplies,-34.9289,138.6011,South Australia,2022-01-04 09:35:35,0,hunt basically saying pandemic plan distribution medical,set()
464,464,1478136060223705088,"@allsumnull I get the strong feeling there are applied mathematicians (epi, stats, engi, econ) giving good advice at every level of the public health response and it is being misunderstood or ignored at critical junctures",get strong feeling applied mathematicians epi stats engi econ giving good advice every level public health response misunderstood ignored critical junctures,-42.8806,147.325,Tasmania,2022-01-04 09:47:53,0,get strong feeling applied giving good advice every level public health response misunderstood critical,{'@allsumnull'}
465,465,1478136762052403202,@karenandrewsmp Where are our free Rapid antigen tests. I don’t give a toss about the Rule of Law when Australians are forced to pay for Public health measures. That is what MEDICARE is for. #VoteThemAllOut2022 #Medicare,free rapid antigen tests dont give toss rule law australians forced pay public health measures medicare medicare,-38.15,144.35,Victoria,2022-01-04 09:50:41,0,free rapid antigen dont give toss rule law forced pay public health,{'@karenandrewsmp'}
466,466,1478141062275166208,@craigthomler @JulianAndrew63 Medicare. It’s called Medicare. It can be assigned a number. Just like treatments.,medicare called medicare assigned number like treatments,-32.9167,151.75,New South Wales,2022-01-04 10:07:46,0,assigned number like,"{'@craigthomler', '@JulianAndrew63'}"
467,467,1478142885472063490,@jmil400 Only Labor will give us medicare.,labor give us medicare,-34.4331,150.8831,New South Wales,2022-01-04 10:15:01,0,labor give us,{'@jmil400'}
468,468,1478146768181161984,Vaccine finder website not updated yet either - COVID live updates: Millions of Australians now eligible for COVID booster shots as Omicron cases continue to rise  https://t.co/upQZDKm471,vaccine finder website updated yet either covid live updates millions australians eligible covid booster shots omicron cases continue rise,-42.8806,147.325,Tasmania,2022-01-04 10:30:26,0,vaccine finder yet either covid live millions eligible covid booster omicron continue rise,set()
469,469,1478151481429692416,"@cianmcdermott @docib I look at it a little differently but only for one reason. Nearly everything in medicine can be looked up. These procedures, you can't stop and go look up how to do them so you need to know them.",look little differently one reason nearly everything medicine looked procedures cant stop go look need know,-31.9522,115.8589,Western Australia,2022-01-04 10:49:10,0,look little differently one reason nearly everything medicine cant stop go look need know,"{'@docib', '@cianmcdermott'}"
470,470,1478154700285382656,"The basis of Medicare is that essential medical care is provided on the basis of need, not affordability. That's how we have tried to manage the pandemic, and it shouldn't change now. #auspol",basis medicare essential medical care provided basis need affordability thats tried manage pandemic shouldnt change auspol,-38.15,144.35,Victoria,2022-01-04 11:01:57,0,basis essential medical care provided basis need thats tried manage pandemic shouldnt change,set()
471,471,1478157286988152832,@lopedodd Thanks for the tag Lope. I did see it yesterday. Health is VERY complex and there are innumerable determinants.  😱,thanks tag lope see yesterday health complex innumerable determinants,-42.8806,147.325,Tasmania,2022-01-04 11:12:14,0,thanks tag lope see yesterday health complex innumerable,{'@lopedodd'}
472,472,1478161536631783426,@jmil400 PM Albanese &amp; Labor will save medicare,pm albanese amp labor save medicare,-34.4331,150.8831,New South Wales,2022-01-04 11:29:07,0,labor save,{'@jmil400'}
473,473,1478164250879135746,A total deriliction of duty by Morrison! In the middle of a deadly pandemic he shrugs his shoulders &amp; basically tells Aussies we're on our own! Why wouldn't the R A T tests come under Medicare? We know the Libs would love nothing better that to ditch Medicare if they were game!,total deriliction duty morrison middle deadly pandemic shrugs shoulders amp basically tells aussies wouldnt r tests come medicare know libs would love nothing better ditch medicare game,-38.15,144.35,Victoria,2022-01-04 11:39:55,0,total duty middle deadly pandemic basically wouldnt r come know would love nothing better ditch game,set()
474,474,1478167705563713539,"@ScottMorrisonMP and @LiberalAus continued dismantling of #Medicare; they must feel very confident that they are now withdrawing universal services for Breast Cancer survivors, or very cocky, or so arrogant they have no f’ing idea.",continued dismantling medicare must feel confident withdrawing universal services breast cancer survivors cocky arrogant fing idea,-32.9167,151.75,New South Wales,2022-01-04 11:53:38,0,continued must feel confident withdrawing universal breast cancer cocky arrogant idea,"{'@ScottMorrisonMP', '@LiberalAus'}"
475,475,1478187524698689538,"Poll, if you could pay $35 as a medicare levy on your next tax return and that provided 5 RATs per household in the country would you",poll could pay medicare levy next tax return provided rats per household country would,-38.15,144.35,Victoria,2022-01-04 13:12:23,0,poll could pay levy next tax return provided per household country would,set()
476,476,1478188686466453504,@JimClare85 @adamseconomics Malone lost what little credibility he had left when he claimed to have single-handedly invent mRNA medicines.  https://t.co/YujWyWXwqW,malone lost little credibility left claimed singlehandedly invent mrna medicines,-38.15,144.35,Victoria,2022-01-04 13:17:00,0,lost little credibility left singlehandedly invent,"{'@adamseconomics', '@JimClare85'}"
477,477,1478189415906168834,@greensinspa @FlickReynolds It could be a clinic decision rather than changes to Medicare.,could clinic decision rather changes medicare,-38.15,144.35,Victoria,2022-01-04 13:19:54,0,could clinic decision rather,"{'@FlickReynolds', '@greensinspa'}"
478,478,1478190197552549890,"@david_lunt @FlickReynolds I don't think they have. We are still using telephone appointments in a specialist clinic, but I think the gov't reduced the medicare rebate. Someone will correct me if I'm wrong.",dont think still using telephone appointments specialist clinic think govt reduced medicare rebate someone correct im wrong,-38.15,144.35,Victoria,2022-01-04 13:23:01,0,dont think still telephone specialist clinic think reduced rebate someone correct wrong,"{'@david_lunt', '@FlickReynolds'}"
479,479,1478190990867398659,Even if the Minister wasn’t armed with all the details (I understand these things evolve quickly) I argue he should have flagged it at the top of the press conference. The functionality of the health system has been a central issue from day one of the pandemic. #politas,even minister wasnt armed details understand things evolve quickly argue flagged top press conference functionality health system central issue day one pandemic politas,-42.8806,147.325,Tasmania,2022-01-04 13:26:10,0,even minister wasnt armed understand evolve quickly argue top press conference functionality health system central issue day one pandemic,set()
480,480,1478196161315938306,"@colintucker Thanks for that Colin ! Just to make life more difficult,I have a carer who is an anti vaxer,and a socialiser who believes that omicron wont hurt me. I am double vaxed. But at 87 I don't know if that would help me. !",thanks colin make life difficulti carer anti vaxerand socialiser believes omicron wont hu double vaxed dont know would help,-16.9303,145.7703,Queensland,2022-01-04 13:46:43,0,thanks colin make life carer anti omicron wont double dont know would help,{'@colintucker'}
481,481,1478197330465546245,"It didn't even require a Chinese hacking attack, @JohnBirmingham. Logistics is a weak point in the system. Fresh food now, dry goods, fuel and medicine next? #auspol #COVID19Aus  https://t.co/Tnd8la2Qat",didnt even require chinese hacking attack logistics weak point system fresh food dry goods fuel medicine next auspol,-34.4331,150.8831,New South Wales,2022-01-04 13:51:21,0,didnt even require hacking attack logistics weak point system fresh food dry goods fuel medicine next,{'@JohnBirmingham'}
482,482,1478215603886321669,"@karenandrewsmp Thanks to the Morrison government's pathetic handling of a pandemic the countrys health system is a shit show , and this is all you can tweet about to blow wind up Morrisons arse ,",thanks morrison governments pathetic handling pandemic countrys health system shit show tweet blow wind morrisons arse,-16.9303,145.7703,Queensland,2022-01-04 15:03:58,0,thanks pathetic handling pandemic health system show tweet blow wind arse,{'@karenandrewsmp'}
483,483,1478226765118009345,"And they continue to do so in spite of LNP and Labor’s razor gangs. They fight on while successive governments reject their demands for fair pay and decent conditions, ignore their health advice, cut training/staffing, and privatise their facilities, equipment, &amp; medicine.",continue spite lnp labors razor gangs fight successive governments reject demands fair pay decent conditions ignore health advice cut trainingstaffing privatise facilities equipment amp medicine,-34.4331,150.8831,New South Wales,2022-01-04 15:48:19,0,continue spite razor fight successive reject fair pay decent ignore health advice cut equipment medicine,set()
484,484,1478228832981192704,@SarkySage Labor was right in 2016. It was the beginning of the future attack on Medicare.,labor right beginning future attack medicare,-34.4331,150.8831,New South Wales,2022-01-04 15:56:32,0,labor right beginning future attack,{'@SarkySage'}
485,485,1478231448180047876,"Who remembers the Covid re-opening plan being based on around 250 cases a day? - Tasmania records 702 new cases of COVID-19, as Health Minister suggests 2,000 cases per day likely soon  https://t.co/CxuWmdQ4Ci",remembers covid reopening plan based around cases day tasmania records new cases covid health minister suggests cases per day likely soon,-42.8806,147.325,Tasmania,2022-01-04 16:06:56,0,covid plan based around day new covid health minister per day likely soon,set()
486,486,1478237484752375810,If RA tests are not a medical aid then WTF are they?,ra tests medical aid wtf,-41.4419,147.145,Tasmania,2022-01-04 16:30:55,0,ra medical aid,set()
487,487,1478242443980009472,Meanwhile in Australia *PART 43* 😱'The Omicron'  https://t.co/sM7RuenKkB via @YouTube - being from the #NT; one of my faves! 😂😎🐊🌴🌺,meanwhile australia pa omicron via nt one faves,-12.4381,130.8411,Northern Territory,2022-01-04 16:50:37,0,meanwhile pa omicron via one,{'@YouTube'}
488,488,1478243733522976770,"How Birmingham could misread the global warning signs + health advice of experts is beyond me. Just add it to the exponential list of failures. I'm sick of saying ""Oh well, she'll be right mate"" as if it's some kind of excuse that we just collectively seem to put up with. #auspol",birmingham could misread global warning signs health advice expes beyond add exponential list failures im sick saying oh well shell right mate kind excuse collectively seem put auspol,-42.8806,147.325,Tasmania,2022-01-04 16:55:45,0,could misread global warning health advice beyond add exponential list sick saying oh well shell right mate kind excuse collectively seem put,set()
489,489,1478245717319634945,@SpaceKidette I read that the govt removed the Medicare rebate for asymptomatic pcr testing on 1 Jan?,read govt removed medicare rebate asymptomatic pcr testing jan,-36.75,144.2667,Victoria,2022-01-04 17:03:38,0,read removed rebate asymptomatic testing,{'@SpaceKidette'}
490,490,1478246292778225666,@tarliaj14 I probably shouldn’t share your personal health information publicly but this was sent to the work mobile. Thought you’d want to see it.  https://t.co/W3KaIvdbwm,probably shouldnt share personal health information publicly sent work mobile thought youd want see,-42.8806,147.325,Tasmania,2022-01-04 17:05:55,0,probably shouldnt share personal health information publicly sent work mobile thought youd want see,{'@tarliaj14'}
491,491,1478246619950686208,"@lovemyisland96 If 87 deaths over the first 200 days was predicted on roughly 250 cases a day then how many deaths based on 2000 cases a day? If my maths is correct that's over 600 fatalities. Let's hope Omicron really is ""milder"" than Delta. Pretty much every Tasmanian will get it.",deaths first days predicted roughly cases day many deaths based cases day maths correct thats fatalities lets hope omicron really milder delta pretty much every tasmanian get,-42.8806,147.325,Tasmania,2022-01-04 17:07:13,0,first days roughly day many based day correct thats hope omicron really milder delta pretty much every get,{'@lovemyisland96'}
492,492,1478248828830511104,@BarnsGreg @CassyOConnorMP Of course eugenics isn't government policy but the majority that die will be the elderly and the clinically vulnerable. Vaccines whether 2 or 3 may not be sufficient to protect them. The powers that be know this is a likely outcome.,course eugenics isnt government policy majority die elderly clinically vulnerable vaccines whether may sufficient protect powers know likely outcome,-41.4419,147.145,Tasmania,2022-01-04 17:15:59,0,course eugenics government policy majority die elderly clinically vulnerable whether may sufficient protect know likely outcome,"{'@CassyOConnorMP', '@BarnsGreg'}"
493,493,1478255085868109825,"“We now have at our disposal anti-inflammatories, antiviral medicines and antibody therapies”    Do these people care that we can’t find a testing kit?  #auspol #Scottythefukwit    https://t.co/r9BQVP3M9f",disposal antiinflammatories antiviral medicines antibody therapies people care cant find testing kit auspol scottythefukwit,-34.4331,150.8831,New South Wales,2022-01-04 17:40:51,0,disposal antiviral antibody people care cant find testing kit,set()
494,494,1478255222560489472,Oh deary me. Now climate is getting in the Grove. When we need something. Just close it down. S.A is a joke. Come on @marshall_steven @StephenWadeMLC do something about it. Opps sorry I forgot it's the health system it's meant to be fucked isn't it.  https://t.co/WmpIoNkeFe,oh deary climate getting grove need something close sa joke come something opps sorry forgot health system meant fucked isnt,-42.8806,147.325,Tasmania,2022-01-04 17:41:24,0,oh deary climate getting grove need something close sa joke come something sorry forgot health system meant,"{'@StephenWadeMLC', '@marshall_steven'}"
495,495,1478258257172963328,"OMG the government laying the blame elsewhere AGAIN. Blaming the virus for an unexpected variant. What a fucking surprise - Rapid antigen test shortage due to unexpected Omicron variant, Finance Minister says  https://t.co/MhgS1AuC4y",omg government laying blame elsewhere blaming virus unexpected variant fucking surprise rapid antigen test shoage due unexpected omicron variant finance minister says,-42.8806,147.325,Tasmania,2022-01-04 17:53:27,0,government laying blame elsewhere blaming virus unexpected variant surprise rapid antigen test due unexpected omicron variant finance minister,set()
496,496,1478259525123592195,"Welcome to 2022! First day back… Overbooked diabetes in pregnancy clinic! Ran late with high risk foot clinic!  Squeezed in emergency phone reviews for people with significant hypos! But hey, I spoke to everyone about #COVID19 vaccines &amp; only 1 declined!  Bring on 2023!",welcome first day back overbooked diabetes pregnancy clinic ran late high risk foot clinic squeezed emergency phone reviews people significant hypos hey spoke everyone vaccines amp declined bring,-41.4419,147.145,Tasmania,2022-01-04 17:58:30,0,welcome first day back diabetes pregnancy clinic ran late high risk foot clinic emergency phone people significant hey spoke everyone declined bring,set()
497,497,1478260541659357184,"@TeganMichelle @JamilaRizvi @MarieColemanAO I think it’s on the My Gov Medicare site, where I saw it. The rebate cut out on Jan 1.",think gov medicare site saw rebate cut jan,-32.9167,151.75,New South Wales,2022-01-04 18:02:32,0,think site saw rebate cut,"{'@TeganMichelle', '@JamilaRizvi', '@MarieColemanAO'}"
498,498,1478263179620749317,"Good move, Doctors waiting rooms are very dangerous. Phone link not cover now by Medicare!",good move waiting dangerous phone link cover,-42.8806,147.325,Tasmania,2022-01-04 18:13:01,-1,good move waiting dangerous phone link cover,set()
499,499,1478265396624977924,"@tandigi @sallyrugg That sounds like the TV hosts reacting to the news: “That’s what we do here, we keep it light. It helps the medicine go down.”  I suspect the filmmakers don’t care if you prefer your messages delivered differently. They intended to whack you on the head.",sounds like tv hosts reacting news thats keep light helps medicine go suspect filmmakers dont care prefer messages delivered differently intended whack head,-34.4331,150.8831,New South Wales,2022-01-04 18:21:50,0,like news thats keep light medicine go suspect dont care prefer differently intended whack head,"{'@sallyrugg', '@tandigi'}"
500,500,1478277025701851136,"@110808J A pandemic turning endemic. If you’re really sick, get a free test, or go to hospital. If not (cold like symptoms for most with omicron) isolate yourself and get over it as you would a cold. The big issue currently is the curiosity of “do I have it”.",pandemic turning endemic youre really sick get free test go hospital cold like symptoms omicron isolate get would cold big issue currently curiosity,-27.6167,152.7667,Queensland,2022-01-04 19:08:02,0,pandemic turning endemic really sick get free test go hospital cold like omicron isolate get would cold big issue currently curiosity,{'@110808J'}
501,501,1478278968742539271,@abcnews It’s not free!  We pay taxes and and medicare levy! We are being lied to again and again!,free pay taxes medicare levy lied,-36.75,144.2667,Victoria,2022-01-04 19:15:45,0,free pay levy lied,{'@abcnews'}
502,502,1478282700167413760,Remember in 2016 when Labor talked about Medicare and the Liberals called it a false scare campaign. Who has privatised a necessary medical item and watched as their capitalist mates have gauged us? #auspol #COVID19Aus,remember labor talked medicare liberals called false scare campaign privatised necessary medical item watched capitalist mates gauged us auspol,-36.75,144.2667,Victoria,2022-01-04 19:30:35,0,remember labor false scare campaign necessary medical item watched capitalist us,set()
503,503,1478284310234886144,The premier an chief health officer should had made sure there was plenty test before opening the Queensland borders what a muck up idiots,premier chief health officer made sure plenty test opening queensland borders muck idiots,-16.9303,145.7703,Queensland,2022-01-04 19:36:59,0,premier chief health officer made sure plenty test opening muck,set()
504,504,1478285607247892482,"@maximeadows @laurenetrim @northway_debbie Reasonable evidence can include a stat dec, stating that you believe you were not capable of working that day for reasons of ill health.  Or explain in an email and ask if they would like you to attend while possibly infectious.",reasonable evidence include stat dec stating believe capable working day reasons ill health explain email ask would like attend possibly infectious,-42.8806,147.325,Tasmania,2022-01-04 19:42:08,0,reasonable evidence include believe capable working day ill health explain ask would like attend possibly infectious,"{'@northway_debbie', '@laurenetrim', '@maximeadows'}"
